car_id,source_url,original_title,original_price_eur,original_year,original_mileage_km,original_fuel,original_transmission,original_seller_type,original_detail_brand,original_detail_model,original_detail_doors,original_detail_seats,original_detail_description,original_raw_text,ai_car_name,ai_brand,ai_model,ai_version_or_trim,ai_year,ai_first_registration,ai_price_eur,ai_mileage_km,ai_fuel_type,ai_transmission,ai_engine_capacity_l,ai_engine_description,ai_horsepower_hp,ai_fiscal_power_cv,ai_doors,ai_seats,ai_critair,ai_euro_emission_class,ai_seller_type,ai_location,ai_is_professional_seller,ai_is_accident_vehicle,ai_is_export_only,ai_is_professional_only_sale,ai_has_non_guaranteed_mileage,ai_has_engine_warning_or_mechanical_warning,ai_control_technique_status,ai_warranty_months,ai_maintenance_history_status,ai_recent_repairs,ai_known_risks,ai_important_missing_info,ai_fuel_consumption_city_l_100km,ai_fuel_consumption_road_l_100km,ai_fuel_consumption_mixed_l_100km,ai_estimated_annual_running_cost_level,ai_resale_ease_score_1_to_5,ai_spare_parts_availability_score_1_to_10,ai_reliability_score_0_to_25,ai_buyer_suitability_score_0_to_20,ai_price_value_score_0_to_15,ai_zfe_critair_score_0_to_10,ai_running_cost_score_0_to_10,ai_resale_score_0_to_10,ai_parts_score_0_to_10,ai_total_score_0_to_100,ai_recommendation,ai_short_reason,ai_questions_to_ask_seller,ai_confidence_0_to_1
Peugeot_208_like_Pare_chocs_AR_endommag_s_3180815970,https://www.leboncoin.fr/ad/voitures/3180815970,Peugeot 208 like (Pare-chocs AR endommagé),4800,2018,109000,Essence,Manuelle,,PEUGEOT,208,3.0,5,"À noter : présence de dommages au niveau du pare-chocs arrière droit. Celui-ci pourra être remplacé selon vos préférences, sans incidence sur le bon fonctionnement du véhicule. Peugeot 208 Like – 109 000km (kilométrage non évolutif) Véhicule en bon état général, avec un entretien régulier et suivi. La distribution a été remplacée à 99 500 km, Possibilité de me contacter via WhatsApp pour plus d’informations. Voir moins","Peugeot 208 like (Pare-chocs AR endommagé) 4 800 € Prix: 4 800 €. Pack Sérénité Année 2018 Kilométrage 109000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""109000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" La Rochepot 21340 Située à La Rochepot 21340.",Peugeot 208 Like,Peugeot,208,Like,2018,,4800,109000,Essence,Manuelle,,,,,3,5,2,,,La Rochepot 21340,,False,False,False,False,False,,,regular and followed,"timing belt replaced at 99,500 km",damaged rear bumper (cosmetic only),"engine capacity, power, exact first registration date, full seller type info",5.5,4.0,4.7,medium,3,8,18,15,11,8,7,6,7,80,consider,Good maintenance and timing belt done; 3-door less preferred; minor cosmetic damage; reliable petrol; Crit'Air 2 estimated; lacks some detailed info.,Confirm engine size and power; professional sale or private?; full maintenance records?; any mechanical issues?; control technique valid?,0.85
Opel_astra_sport_tourer_s_3183858282,https://www.leboncoin.fr/ad/voitures/3183858282,Opel astra sport tourer,5800,2018,131800,Diesel,Manuelle,,OPEL,Astra,5.0,5,"Attention, bien lire l'annonce Je vends mon Opel Astra Sport Tourer de 2018, une voiture familiale pratique et économique. - Marque : Opel - Modèle : Astra Sport Tourer - Année : 2018 - Kilométrage : 131 800 km - Motorisation : 1.6 Diesel 110 ch - Carburant : Diesel - Boîte de vitesses : Manuelle - Nombre de portes : 5 - Nombre de sièges : 5 - Couleur : Noir Véhicule en très bon état, prévoir le remplacement de la chaîne de distribution (fragilité connue sur ces moteurs) N'hésitez pas à me contacter pour plus d'informations ou pour organiser un essai. Voir moins","Opel astra sport tourer 5 800 € Prix: 5 800 €. Pack Sérénité Année 2018 Kilométrage 131800 km Énergie Diesel Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""131800 km"". Énergie: ""Diesel"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.",Opel Astra Sport Tourer,Opel,Astra,Sport Tourer,2018,,5800,131800,Diesel,Manuelle,1.6,1.6 Diesel 110 ch,110,,5,5,3,,,Le Creusot 71200,,False,False,False,False,False,,,,needs timing chain replacement (known fragility),timing chain fragility on 1.6 Diesel engine,"first registration date, euro emission class, control technique status, maintenance history",5.0,3.8,4.3,medium,3,8,14,14,11,5,6,6,7,63,consider,2018 Opel Astra diesel with known timing chain issue; good for longer trips; CritAir 3 acceptable but not ideal for city; average price and mileage; normal care needed for timing chain.,When was the timing chain last replaced? Is there a full maintenance history? Any past accident repairs? Is control technique up to date? What is the first registration date and official emission class?,0.85
Dacia_Spring_65_extr_me_de_2023_avec_26_908_kms_s_3187731145,https://www.leboncoin.fr/ad/voitures/3187731145,Dacia Spring 65 extrême de 2023 avec 26 908 kms,3990,2023,26908,Électrique,Automatique,Professionnel,DACIA,Spring,5.0,4,"Vend Dacia spring 65ch extreme du 08/2023 avec seulement 26 908 kms ⚠️ VEHICULE ACCIDENTE ⚠️ ⚠️ PROCEDURE VE - SUIVI EXPERT ⚠️ ❗️VENTE UNIQUEMENT À PROFESSIONNEL OU EXPORT❗️ ✅ MOTEUR BOÎTE OK ✅ ✅ AIR BAG CEINTURES OK ✅ Cote : 9 800€ Prix : 3 990€ Dégâts : pare choc avant, aile avant gauche, triangle avant gauche Options : climatisation, GPS, régulateur et limiteur de vitesse, radar de recul, commande au volant, vitres Av électriques, etc .. Possibilité de livraison dans toute la France Pour plus de renseignements nous contacter Nos horaires sont 08h-12h, 14h-19h du lundi au vendredi Merci de respecter ces horaires Tapez dans la barre de recherche PIECES AUTO 71 afin de voir tous nos véhicules en vente Voir moins","Dacia Spring 65 extrême de 2023 avec 26 908 kms 3 990 € Prix: 3 990 €. Pro Vendeur professionnel. Année 2023 Kilométrage 26908 km Énergie Électrique Boîte de vitesse Automatique Année: ""2023"". Kilométrage: ""26908 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" PIECES AUTO'71 Le Creusot 71200 Située à Le Creusot 71200.",Dacia Spring 65 extrême,DACIA,Spring,65 extrême,2023,,3990,26908,Électrique,Automatique,,,65,,5,4,,,Professionnel,Le Creusot 71200,True,True,True,True,False,False,,,,,"Vehicle accident reported with front bumper and left front wing damage, triangle damage; sale only to professionals or for export; VE procedure ongoing.",No info on battery condition or warranty; Crit'Air rating not available; first registration date missing; no maintenance history.,,,,low,1,5,5,2,3,5,8,2,5,37,reject,Accident vehicle with VE procedure and sale only to professionals or export; serious risk and low resale in France.,What is the battery health and warranty status? Can you provide full maintenance and repair history? Why is sale restricted to professional or export only?,0.9
Citro_n_ami_electric_8_cv_boite_automatique_s_3135325149,https://www.leboncoin.fr/ad/voitures/3135325149,Citroën ami electric 8 cv boite automatique,5990,2021,16500,Électrique,Automatique,Professionnel,CITROEN,Ami,2.0,2,"CITROËN AMI ELECTRIC 8 CV, DU 26/03/2021, LE CONTROLE TECHNIQUE SERA EFFECTUE LORS DE LA VENTE, 2 PORTES, 2 PLACES. -Port de chargement USB avant, -Essuie-glaces, -Phares feux de croisement LED. -feux de route LED, -Feux à LED, -Récupération d énergie au freinage Voir moins","Citroën ami electric 8 cv boite automatique 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. Année 2021 Kilométrage 16500 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""16500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" APB Ruffey-lès-Beaune 21200 Située à Ruffey-lès-Beaune 21200.",Citroën Ami Electric,Citroën,Ami,,2021,2021-03-26,5990,16500,Electric,Automatic,,Electric motor,,8,2,2,1,,Professional,Ruffey-lès-Beaune 21200,True,False,False,False,False,False,To be done at sale,,,,"Limited range and charging infrastructure may limit long trips; 2-door, 2-seats limits practicality",Exact battery condition and warranty not specified; no detailed maintenance history,,,,low,3,6,18,10,10,9,9,6,6,72,consider,Electric city car with low running costs and Crit'Air 1 but limited seats and doors; lacks detailed battery info; professional seller,What is the state of battery health and warranty? Any previous accidents or repairs? Maintenance history? Control technique details?,0.8
Vends_Citro_n_AMI_s_3190942347,https://www.leboncoin.fr/ad/voitures/3190942347,Vends Citroën AMI,5850,2021,17500,Électrique,Automatique,,CITROEN,Autre,2.0,1,"Vens Citroën AMI, très bon état. Toujours restée à l'abri dans le garage. Aucun accident . 17500 km année 2021 5850€ Voir moins","Vends Citroën AMI 5 850 € Prix: 5 850 €. Paiement sécurisé Année 2021 Kilométrage 17500 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""17500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Montceau-les-Mines 71300 Située à Montceau-les-Mines 71300.",Citroën AMI,Citroën,AMI,,2021,,5850,17500,Électrique,Automatique,,Electric motor,,,2,1,1,,,Montceau-les-Mines 71300,,False,False,False,False,False,,,,,"Limited range, very small and only 2 seats, usability limited for student needs",Battery range and battery state not specified; 2 doors and 1 seat limit usability; Crit'Air 1 estimated based on electric and year,,,,low,2,6,20,5,10,9,9,4,6,69,only_if_checked,"Good reliability and running cost for electric, but 2 seats and small range limit suitability for frequent traveling and PhD student needs.",What is the battery capacity and real-world range? Is the battery owned or rented? Any warranty on battery? Can you confirm it is a 2-seater 2-door only? Maintenance history?,0.8
Citro_n_Ami_s_3189394257,https://www.leboncoin.fr/ad/voitures/3189394257,Citroën Ami,5490,2021,26000,Électrique,Automatique,,CITROEN,Autre,2.0,1,"Je vends ma Citroën Ami, un véhicule électrique compact et pratique. - Marque : Citroën - Modèle : Ami - Année : 2021 - Kilométrage : 26 000 km - Boîte de vitesses : Automatique - Carrosserie : Autre - Nombre de portes : 2 - Nombre de sièges : 1 - Couleur : Gris Offres fantaisistes s abstenir. Voir moins","Citroën Ami 5 490 € Prix: 5 490 €. Paiement sécurisé Année 2021 Kilométrage 26000 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""26000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Verzé 71960 Située à Verzé 71960.",Citroën Ami,Citroën,Ami,,2021,,5490,26000,Électrique,Automatique,,Electric compact city vehicle,,,2,1,1,,,Verzé 71960,,,False,False,False,False,,,,,Limited range and 1-seat only limits long-distance utility; 2-door and 1-seat not ideal for PhD user needs,"No info on battery health, warranty, or seller type; 1 seat only limits practical use",0,0,0,low,2,6,15,5,8,9,9,4,6,64,only_if_checked,Electric city car with low running costs but only 1 seat and 2 doors limits usefulness for PhD student; range and battery status unknown; decent ZFE score; suitability limited,What is the battery condition and warranty status? Is mileage guaranteed? Reason for 1 seat only? Any previous accidents or mechanical issues? Seller type?,0.7
OPEL_CORSA_1_2_i_TURBO_100_CV_VENDU_A_MARCHAND_s_3165990559,https://www.leboncoin.fr/ad/voitures/3165990559,OPEL CORSA 1.2 i TURBO 100 CV VENDU A MARCHAND,6000,2020,72700,Essence,Manuelle,Professionnel,OPEL,Corsa,5.0,5,"* OPEL CORSA * 1.2 i TURBO 100 CV * ANNÉE : 2020 * BOITE 6 MANUELLE * 72 700 Km * VÉHICULE VENDU DANS L'ÉTAT SANS GARANTIE * VENDU A MARCHAND PROFESSIONNEL * VITRE ELECTRIQUE * DIRECTION ASSISTE * ISOFIX * CLIM * BLUETOOTH * GPS * RADAR DE RECUL * COMMANDE AU VOLANT * RÉGULATEUR LIMITEUR VITESSE **AGRÉÉ ET HABILITÉ SIV PAR L'ETAT, S'OCCUPE DE VOS DÉMARCHES CARTE GRISE ET IMMATRICULATION. ***** Prix : 6 000 € PROBLÈME PRESSION D'HUILE ***REÇOIT SUR RENDEZ-VOUS ( LIVRAIOSSIBLE SOUS CONDITIONS ) € € € € € € NOUS RACHETONS VOTRE VOITURE: ESTIMATION RAPIDE ET PAIEMENT IMMÉDIAT € € € € € AUTOS BDV 33 RUE DE SOISSONS 71300 MONTCEAU LES MINES OUVERT DU LUNDI AU SAMEDI DE 9H A 12H ET 14H A 19H GARE TGV MONTCEAU-LE CREUSOT A 15MIN POSSIBILITÉ DE VOUS RÉCUPÉRER A LA GARE ACHATS TOUS TYPES DE VÉHICULES HS / EN PANNE / PROBLÈME Voir moins","OPEL CORSA 1.2 i TURBO 100 CV VENDU A MARCHAND 6 000 € Prix: 6 000 €. Pro Vendeur professionnel. Année 2020 Kilométrage 72700 km Énergie Essence Boîte de vitesse Manuelle Année: ""2020"". Kilométrage: ""72700 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Montceau-les-Mines 71300 Le Bois du Verne Située à Montceau-les-Mines 71300 Le Bois du Verne.",Opel Corsa,Opel,Corsa,1.2 i Turbo 100 CV,2020,,6000,72700,Essence,Manuelle,1.2,1.2 liter Turbo petrol engine,100,,5,5,2,,professionnel,Montceau-les-Mines 71300 Le Bois du Verne,True,False,False,True,False,True,,0,,probleme pression d'huile,"Possible engine mechanical issue related to oil pressure, turbo petrol engine requires timing belt proof to reduce risk","No info on timing belt replacement, no control technique data, no maintenance history",6.0,4.5,5.0,medium,3,8,12,10,10,7,6,6,8,59,only_if_checked,Turbo petrol 1.2 with engine oil pressure problem; sold by professional merchant with no guarantee; needs thorough mechanical check and timing belt confirmation; CritAir 2 is okay; price slightly high for condition.,Has the timing belt been replaced? Details on engine oil pressure problem? Recent repairs? Control technique valid? Warranty conditions? Any accident history?,0.8
PEUGEOT_208_essence_68cv_s_3173242070,https://www.leboncoin.fr/ad/voitures/3173242070,PEUGEOT 208 essence 68cv,5750,2018,62000,Essence,Manuelle,,PEUGEOT,208,5.0,5,"A saisir : => Peugeot 208 Essence 1.2 Puretech 68 cv version Like de 2018 👍 Une citadine fiable et économique 5 places, 5 portes, 4cv 62 000km CT OK à jour (aucun défauts) Prochaine révision dans 18 000km. Aucun frais à prévoir Contrôle technique OK -1 mois ✅ OPTIONS ET EQUIPEMENTS : - Vitres électriques - Direction assistée - Ouverture / Fermeture centralisé - RADIO CD - Régulateur de vitesse - Climatisation Voir moins","PEUGEOT 208 essence 68cv 5 750 € Prix: 5 750 €. Pack Sérénité Année 2018 Kilométrage 62000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""62000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Le Creusot 71200 Située à Le Creusot 71200.",Peugeot 208 1.2 PureTech Like,Peugeot,208,Like,2018,,5750,62000,Essence,Manuelle,1.2,1.2 PureTech 68 cv,68,4,5,5,2,,,Le Creusot 71200,,False,False,False,False,False,"OK, valid as of listing",,"Next revision due in 18,000 km, no current defects reported",,Peugeot 1.2 PureTech engines without timing belt proof may have higher risk but no timing history provided,No explicit timing belt replacement record; no seller type specified; no exact Crit'Air certificate shown,5.5,4.0,4.7,medium,4,8,16,16,11,7,7,7,7,77,consider,Good condition 2018 5-door 1.2 PureTech petrol; typical timing belt risk without proof; valid CT; reasonable price; suitable for student needs,Provide timing belt replacement history; confirm seller type (private or professional); request explicit Crit'Air certificate if possible,0.85
PEUGEOT_208_essence_68cv_s_3173238953,https://www.leboncoin.fr/ad/voitures/3173238953,PEUGEOT 208 essence 68cv,5750,2018,62000,Essence,Manuelle,,PEUGEOT,208,5.0,5,"A SAISIR PEUGEOT 208 ESSENCE 1.2 PURETECH 68CH 5 portes, 4cv consommation faible. Finition LIKE Octobre 2018 Kilométrage : 62 000 km, Prochaine révision dans 18 000km Aucun frais à prévoir. CT OK (aucun défaut) Prix de vente : 5.750 € Voir moins","PEUGEOT 208 essence 68cv 5 750 € Prix: 5 750 €. Pack Sérénité Année 2018 Kilométrage 62000 km Énergie Essence Boîte de vitesse Manuelle Année: ""2018"". Kilométrage: ""62000 km"". Énergie: ""Essence"". Boîte de vitesse: ""Manuelle"" Le Breuil 71670 Située à Le Breuil 71670.",PEUGEOT 208,Peugeot,208,Like,2018,,5750,62000,Petrol,Manual,1.2,PureTech 68hp petrol,68,4,5,5,2,,,Le Breuil 71670,,False,False,False,False,False,"OK, no defect",,,,Peugeot 1.2 PureTech engines need timing belt proof due to known risk,"No explicit timing belt change proof, no detailed maintenance history",5.5,4.0,4.7,medium,4,8,14,15,12,8,7,7,8,71,consider,"Good condition 2018 Peugeot 208 petrol, 5 doors, no CT issues. Slight risk due to Peugeot 1.2 PureTech timing belt if proof missing. Price a bit high but acceptable. Crit'Air 2 suits city use.",Ask for timing belt change history and full maintenance records,0.8
Dacia_Spring_65_extr_me_de_2023_avec_26_908_kms_s_3187731145,https://www.leboncoin.fr/ad/voitures/3187731145,Dacia Spring 65 extrême de 2023 avec 26 908 kms,3990.0,2023.0,26908.0,Électrique,Automatique,Professionnel,DACIA,Spring,5.0,4,"Vend Dacia spring 65ch extreme du 08/2023 avec seulement 26 908 kms ⚠️ VEHICULE ACCIDENTE ⚠️ ⚠️ PROCEDURE VE - SUIVI EXPERT ⚠️ ❗️VENTE UNIQUEMENT À PROFESSIONNEL OU EXPORT❗️ ✅ MOTEUR BOÎTE OK ✅ ✅ AIR BAG CEINTURES OK ✅ Cote : 9 800€ Prix : 3 990€ Dégâts : pare choc avant, aile avant gauche, triangle avant gauche Options : climatisation, GPS, régulateur et limiteur de vitesse, radar de recul, commande au volant, vitres Av électriques, etc .. Possibilité de livraison dans toute la France Pour plus de renseignements nous contacter Nos horaires sont 08h-12h, 14h-19h du lundi au vendredi Merci de respecter ces horaires Tapez dans la barre de recherche PIECES AUTO 71 afin de voir tous nos véhicules en vente Voir moins","Dacia Spring 65 extrême de 2023 avec 26 908 kms 3 990 € Prix: 3 990 €. Pro Vendeur professionnel. Année 2023 Kilométrage 26908 km Énergie Électrique Boîte de vitesse Automatique Année: ""2023"". Kilométrage: ""26908 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" PIECES AUTO'71 Le Creusot 71200 Située à Le Creusot 71200.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only_if_checked,API evaluation failed after retries.,Manual review required.,0
Citro_n_ami_electric_8_cv_boite_automatique_s_3135325149,https://www.leboncoin.fr/ad/voitures/3135325149,Citroën ami electric 8 cv boite automatique,5990.0,2021.0,16500.0,Électrique,Automatique,Professionnel,CITROEN,Ami,2.0,2,"CITROËN AMI ELECTRIC 8 CV, DU 26/03/2021, LE CONTROLE TECHNIQUE SERA EFFECTUE LORS DE LA VENTE, 2 PORTES, 2 PLACES. -Port de chargement USB avant, -Essuie-glaces, -Phares feux de croisement LED. -feux de route LED, -Feux à LED, -Récupération d énergie au freinage Voir moins","Citroën ami electric 8 cv boite automatique 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. Année 2021 Kilométrage 16500 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""16500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" APB Ruffey-lès-Beaune 21200 Située à Ruffey-lès-Beaune 21200.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only_if_checked,API evaluation failed after retries.,Manual review required.,0
Vends_Citro_n_AMI_s_3190942347,https://www.leboncoin.fr/ad/voitures/3190942347,Vends Citroën AMI,5850.0,2021.0,17500.0,Électrique,Automatique,,CITROEN,Autre,2.0,1,"Vens Citroën AMI, très bon état. Toujours restée à l'abri dans le garage. Aucun accident . 17500 km année 2021 5850€ Voir moins","Vends Citroën AMI 5 850 € Prix: 5 850 €. Paiement sécurisé Année 2021 Kilométrage 17500 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""17500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Montceau-les-Mines 71300 Située à Montceau-les-Mines 71300.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only_if_checked,API evaluation failed after retries.,Manual review required.,0
Dacia_Spring_65_extr_me_de_2023_avec_26_908_kms_s_3187731145,https://www.leboncoin.fr/ad/voitures/3187731145,Dacia Spring 65 extrême de 2023 avec 26 908 kms,3990.0,2023.0,26908.0,Électrique,Automatique,Professionnel,DACIA,Spring,5.0,4,"Vend Dacia spring 65ch extreme du 08/2023 avec seulement 26 908 kms ⚠️ VEHICULE ACCIDENTE ⚠️ ⚠️ PROCEDURE VE - SUIVI EXPERT ⚠️ ❗️VENTE UNIQUEMENT À PROFESSIONNEL OU EXPORT❗️ ✅ MOTEUR BOÎTE OK ✅ ✅ AIR BAG CEINTURES OK ✅ Cote : 9 800€ Prix : 3 990€ Dégâts : pare choc avant, aile avant gauche, triangle avant gauche Options : climatisation, GPS, régulateur et limiteur de vitesse, radar de recul, commande au volant, vitres Av électriques, etc .. Possibilité de livraison dans toute la France Pour plus de renseignements nous contacter Nos horaires sont 08h-12h, 14h-19h du lundi au vendredi Merci de respecter ces horaires Tapez dans la barre de recherche PIECES AUTO 71 afin de voir tous nos véhicules en vente Voir moins","Dacia Spring 65 extrême de 2023 avec 26 908 kms 3 990 € Prix: 3 990 €. Pro Vendeur professionnel. Année 2023 Kilométrage 26908 km Énergie Électrique Boîte de vitesse Automatique Année: ""2023"". Kilométrage: ""26908 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" PIECES AUTO'71 Le Creusot 71200 Située à Le Creusot 71200.",Dacia Spring 65 extrême,Dacia,Spring,65 extrême,2023,,3990,26908,Électrique,Automatique,,Electric motor 65 ch,65,,5,4,,,professionnel,Le Creusot 71200,True,True,True,True,False,False,,,,,"Vehicle accident damage (front bumper, left fender, left front triangle), sale only to professional or export, procedure VE (vehicle expert follow-up)",No Crit'Air info; electric battery health and warranty unknown,,,,low,1,6,5,3,4,4,8,3,6,39,reject,"Accident vehicle with professional/export-only sale, serious red flags; low price but unsuited for typical buyer preferences; electric range and battery status uncertain",Battery health and warranty; accident repair details and safety; possibility of private sale; reason for export-only sale,0.9
Citro_n_ami_electric_8_cv_boite_automatique_s_3135325149,https://www.leboncoin.fr/ad/voitures/3135325149,Citroën ami electric 8 cv boite automatique,5990.0,2021.0,16500.0,Électrique,Automatique,Professionnel,CITROEN,Ami,2.0,2,"CITROËN AMI ELECTRIC 8 CV, DU 26/03/2021, LE CONTROLE TECHNIQUE SERA EFFECTUE LORS DE LA VENTE, 2 PORTES, 2 PLACES. -Port de chargement USB avant, -Essuie-glaces, -Phares feux de croisement LED. -feux de route LED, -Feux à LED, -Récupération d énergie au freinage Voir moins","Citroën ami electric 8 cv boite automatique 5 990 € Prix: 5 990 €. Pro Vendeur professionnel. Année 2021 Kilométrage 16500 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""16500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" APB Ruffey-lès-Beaune 21200 Située à Ruffey-lès-Beaune 21200.",Citroën Ami Electric,Citroën,Ami,Electric 8 CV,2021,,5990,16500,electric,automatic,,Electric motor,,8,2,2,1,,professional,Ruffey-lès-Beaune 21200,True,False,False,,False,False,to be done at sale,,,,Limited range typical of Ami electric; 2-door and 2 seats limit versatility,"Range autonomy, battery health and warranty details missing; Crit'Air not explicitly stated but inferred as 1",,,,low,2,6,18,12,10,8,9,5,6,74,consider,"Electric city car with low running costs and Crit'Air 1, but limited seats and doors; professional seller; missing battery range details; suitable if buyer understands limitations.",What is the electric range on a full charge? Is the battery ownership clear? Are any warranties on battery or drivetrain included? Has maintenance been done at proper intervals? Any signs of battery degradation?,0.8
Vends_Citro_n_AMI_s_3190942347,https://www.leboncoin.fr/ad/voitures/3190942347,Vends Citroën AMI,5850.0,2021.0,17500.0,Électrique,Automatique,,CITROEN,Autre,2.0,1,"Vens Citroën AMI, très bon état. Toujours restée à l'abri dans le garage. Aucun accident . 17500 km année 2021 5850€ Voir moins","Vends Citroën AMI 5 850 € Prix: 5 850 €. Paiement sécurisé Année 2021 Kilométrage 17500 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""17500 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Montceau-les-Mines 71300 Située à Montceau-les-Mines 71300.",Citroën AMI,Citroën,AMI,,2021,,5850,17500,Électrique,Automatique,,"Electric motor, small city EV",,,2,1,1,,,Montceau-les-Mines 71300,,False,False,False,False,False,,,,,Limited range typical of micro EVs; unusual 1-seat config; 2 doors only,No info on battery lease or health; no warranty or maintenance details,,,,low,2,5,15,8,10,10,9,4,5,66,only_if_checked,"Small electric 1-seat car, limited range, 2 doors only; battery health and warranty unclear; low running costs; suitable Crit'Air 1",Battery ownership and health? Warranty details? Maintenance history? Can it be used easily outside city? Confirm first registration date.,0.7
Citro_n_Ami_s_3189394257,https://www.leboncoin.fr/ad/voitures/3189394257,Citroën Ami,5490.0,2021.0,26000.0,Électrique,Automatique,,CITROEN,Autre,2.0,1,"Je vends ma Citroën Ami, un véhicule électrique compact et pratique. - Marque : Citroën - Modèle : Ami - Année : 2021 - Kilométrage : 26 000 km - Boîte de vitesses : Automatique - Carrosserie : Autre - Nombre de portes : 2 - Nombre de sièges : 1 - Couleur : Gris Offres fantaisistes s abstenir. Voir moins","Citroën Ami 5 490 € Prix: 5 490 €. Paiement sécurisé Année 2021 Kilométrage 26000 km Énergie Électrique Boîte de vitesse Automatique Année: ""2021"". Kilométrage: ""26000 km"". Énergie: ""Électrique"". Boîte de vitesse: ""Automatique"" Verzé 71960 Située à Verzé 71960.",Citroën Ami,Citroën,Ami,,2021,,5490,26000,Electric,Automatic,,Electric compact vehicle,,,2,1,1,,,Verzé 71960,,False,False,False,False,False,,,,,"Limited range, 2-door only, 1 seat, not suited for long highway trips or passengers","Battery condition and warranty not detailed, limited rear seating and door access",,,,low,2,6,15,6,10,9,9,4,6,67,only_if_checked,"Unique small electric car with very limited seating, good for city use; limited resale and buyer suitability; check battery and usage needs carefully.",Battery warranty and condition? Any issues with charging or range? Reason for 1 seat configuration? Crash and maintenance history?,0.8
